Common name,Scientific name,Family,Tag,Width,Soil pH,Height,USDA Hardiness zone,Water requirement,Life cycle,Soil type,Light requirement,Utility,Alternate name,Task Recommendations.,vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11
Nine Star Perennial Broccoli,Phormium tenax,Brassicaceae or cruciferae,Shade provider,0.6,6.0 - 7.5,0.8,6-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",antifungal,Cauliflower broccoli hybrid (less common name),"Plant in well-drained fertile soil with full sun to partial shade, irrigate moderately during dry spells, mulch to conserve moisture, prune dead leaves regularly, propagate by division, control scale insects",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Nordic Currant ,Brassica oleracea botrytis aparagoides,Grossulariaceae,Culinary vegetable,1.5,5.5 - 7.0,2.0,3-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Edible berries, wildlife food, ornamental",Currant,"Sow seeds in cool season in fertile, well-drained soil, thin seedlings to 45 cm spacing, irrigate regularly to maintain moisture, apply nitrogen fertilizer at 3-week intervals, harvest heads when firm and compact, mulch to conserve moisture, control aphids and cabbage worms, avoid overhead irrigation to reduce disease",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Northern Highbush Blueberry ,Ribes spicatum,Ericaceae,Fruit/seed producer,3.0,5.5 - 7.5,3.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Cosmetic, Dye, Hedgerow, Ink, Pioneer, Tannin, Lumber",Blackthorn,"Plant in moist, well-drained acidic soil with full sun to partial shade, prune annually in late winter to remove old wood, irrigate during dry periods, mulch heavily to retain moisture, fertilize with balanced fertilizer in early spring, harvest berries when fully ripe, control aphids and fungal diseases",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Oca,Vaccinium corymbosum,Oxalidaceae,Fruit/seed producer,0.45,5.5 - 6.5,0.5,6-9,Moist,Perennial,"Light (sandy), Medium",Full sun,Edible tuber,"New Zealand yam, oca","Plant in acidic, well-drained soil with full sun to partial shade, irrigate regularly to maintain moisture, mulch with pine needles or bark, apply acid-loving plant fertilizer in early spring, prune annually to remove old canes, control blueberry maggot and fungal diseases, harvest berries when fully colored and sweet",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45454545454545453
Oceanspray ,Oxalis tuberosa,Rosaceae,Culinary vegetable,1.0,6.0 - 7.5,3.5,6-11,Moist,"Annual, Perennial","Light (sandy), Medium",Full sun,"Pest control, oil, Fragrance","Tropaeolum, Indian Cress","Plant tubers in well-drained fertile soil with full sun to partial shade, maintain consistent moisture, apply balanced fertilizer monthly, mulch to conserve moisture, harvest tubers 6-8 months after planting, control slugs and snails, propagate by tuber division",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7272727272727273
Olancho walnut,Holodiscus discolor,Juglandaceae,Shade provider,15.0,6.0 - 7.5,45.0,10-12,"Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Timber, edible nuts, shade tree","Central american walnut, cedro negro (spanish for black cedar due to its close appearance to west indian cedar) or nogal (spanish for walnut)","Plant in well-drained fertile soil with full sun to partial shade, irrigate moderately during dry spells, mulch to conserve moisture, prune after flowering to maintain shape, propagate by seed or cuttings, control aphids",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Oleander Podocarp,Juglans olanchana,Podocarpaceae,Shade provider,6.0,5.5 - 6.5,25.0,9-12,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Lumber, Hedgerow, textiles","Brown pine, djadjaruman, lempega, penejuak, seluang, sensarut, plum pine, sentada, jati bukit, taji, wuluan, handalaska, ki bima, ki malela, ki panchar, ki putri, ki sereum, sangching, thitmin, mounteak, halis, katbhaluka, jinari, dieng-sia-blei, gunsi, kherewal-tak, thlang-phari, dung kung, welimada, tu-far, brown pine, mountain teak","Plant in deep, well-drained fertile soil with full sun, irrigate young trees regularly, apply nitrogen and potassium fertilizer in early spring, prune in winter to remove dead or crossing branches, mulch to conserve moisture, harvest nuts when husks split, control walnut husk fly",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Olive ,Podocarpus neriifolius,Oleaceae,Shade provider,8.0,6.0 - 8.0,10.0,8-10,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Hair, oil, Erosion control, Lumber, Espalier","African olive, european olive","Plant in well-drained fertile soil with partial shade, irrigate moderately during dry spells, mulch to conserve moisture, prune to maintain shape, propagate by seed or cuttings, control scale insects, protect from frost",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8181818181818182
Orange Ball Tree ,Olea europaea,Buddleiaceae,Fruit/seed producer,3.0,6.0 - 7.5,5.0,6-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,Fragrance,Orange ball buddleia,"Plant in well-drained calcareous soil with full sun, irrigate deeply during dry spells, apply balanced fertilizer quarterly, mulch to conserve moisture, prune in late winter to remove dead or crossing branches, control olive fruit fly and peacock spot, harvest olives when mature",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Oriental Sweet Gum,Buddleia globosa,Hamamelidaceae,Pollinator attractor,12.5,5.5 - 6.5,10.0,7-10,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Gum, Fragrance, Pest control, Resin, Lumber",Turkish sweetgum,"Plant in well-drained fertile soil with full sun, prune hard in late winter to encourage vigorous growth, irrigate moderately during dry spells, apply balanced fertilizer in early spring, mulch to conserve moisture, control spider mites and aphids, deadhead spent flowers to extend bloom period",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Osage orange ,Liquidambar orientalis,Moraceae,Shade provider,7.0,5.5 - 6.5,15.0,4-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Fragrance,"Siberian gooseberry, Kiwi berry, Arctic kiwi, Baby kiwi, Bower actinidia, Bower vine, Chamdarae, Cocktail kiwi, Darae, Dessert kiwi, Kokuwa, Sarunashi, Tarae, Yang-tao [1-4]","Plant in well-drained fertile soil with full sun to partial shade, irrigate regularly during dry spells, apply balanced fertilizer in early spring, mulch to conserve moisture, prune dead or damaged branches in late winter, propagate by seed or cuttings, control aphids",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Oso berry,Maclura pomifera,Rosaceae,Fruit/seed producer,2.0,5.0 - 6.5,3.0,2-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Animal feed, Attracts insects, Hedgerow, Wildlife habitat","Highbush cranberry, cranberrybush, american cranberrybush viburnum","Plant in well-drained fertile soil with full sun, prune in late winter to remove suckers and dead wood, irrigate moderately during dry spells, mulch to conserve moisture, fertilize in early spring, control pests like scale insects, harvest fruit when mature but handle carefully due to thorns",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.36363636363636365
Oxalis,Oemleria cerasiformis,Oxalidaceae,Shade provider,0.3,5.5 - 7.0,0.2,10-11,"Dry, Moist",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Ornamental, ground cover","False shamrock, purple shamrock","Plant in well-drained fertile soil with partial shade, irrigate moderately during dry spells, mulch to conserve moisture, prune after fruiting to maintain shape, propagate by seed or cuttings, control aphids",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454
Oxalis tetraphylla,Oxalis triangularis,Oxalidaceae,Ground cover,0.2,5.5 - 6.5,0.1,7-10,"Dry, Moist",Perennial,"Light (sandy), Medium",Full sun,Ground cover,Four-leaf sorrel,"Plant in well-drained fertile soil with partial shade, irrigate moderately to maintain moisture, mulch to conserve moisture, propagate by division or bulbils, avoid overwatering to prevent rot, harvest leaves for ornamental or culinary use",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45454545454545453
Paeonia obovata,Oxalis tetraphylla,Paeoniaceae,Ground cover,0.75,6.0 - 7.5,0.5,6-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Ornamental, medicinal",Obovate peony,"Plant in well-drained fertile soil with full sun to partial shade, irrigate moderately during growing season, mulch to conserve moisture, propagate by bulbils, control fungal diseases by improving air circulation, harvest leaves and flowers for culinary use",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Papaver nudicaule,Paeonia obovata,Papaveraceae,Shade-tolerant crop,0.3,6.0 - 7.0,0.3,4-10,"Dry, Moist",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade",Dye,Icelandic poppy,"Plant in well-drained fertile soil with partial shade, irrigate moderately during growing season, apply balanced fertilizer in early spring, mulch to conserve moisture, propagate by division, stake tall stems to prevent lodging, prune dead foliage in autumn",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364
Papaver orientale,Papaver nudicaule,Papaveraceae,Pollinator attractor,0.3,6.0 - 7.0,1.0,3-9,"Dry, Moist",Perennial,"Light (sandy), Medium",Full sun,Ornamental,Oriental poppy,"Sow seeds directly in well-drained soil in early spring, thin seedlings to 15 cm spacing, irrigate moderately to maintain moisture, deadhead to prolong flowering, mulch to conserve moisture, control aphids, harvest flowers for ornamental use",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6363636363636364
Papaver rhoeas,Papaver orientale,Papaveraceae,Pollinator attractor,0.3,6.0 - 7.0,0.6,4-8,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Ink, oil, Fragrance","Field poppy, shirley poppy","Sow seeds directly in well-drained soil in autumn or early spring, thin seedlings to 30 cm spacing, irrigate moderately to maintain moisture, mulch to conserve moisture, deadhead spent flowers, control fungal diseases, harvest seeds when pods dry",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Papaver somniferum,Papaver rhoeas,Papaveraceae,Pollinator attractor,0.5,6.0 - 7.0,0.6,3-7,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,oil,"Opium poppy, breadseed poppy","Sow seeds directly in well-drained soil in early spring, thin seedlings to 20 cm spacing, irrigate moderately to maintain moisture, deadhead to prolong flowering, mulch to conserve moisture, control aphids, harvest seeds for propagation",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Papaya ,Papaver somniferum,Caricaceae,Pollinator attractor,4.0,6.0 - 7.0,8.0,9-12,Moist,"Annual, Perennial","Light (sandy), Medium, Heavy (clay)",Full sun,"Fiber, Pest control, Mulch, Soap","Mamo, melon tree, papaya or carica papaya otherwise known as mam‹o or melon tree other names: ai-dila, alola, amapaapali, babaya, babbaay, boppayi, chipapayi, delolo, du du, 'esu, gaslabu, keinabbu, kepaya, ketela, ma-la-ko, malagoh, malaka, mamao, manioko, mbabayu, maoli uto, mewa, mpapai, mulola, oleti, ololo, papaali, papaeira, papaia, papeeta, papita, pappaiya, pappali, parangi-mara, pepaya, pepol, pai-pai, te mwemweara, weleti","Sow seeds directly in well-drained soil in early spring, thin seedlings to 20 cm spacing, irrigate moderately to maintain moisture, mulch to conserve moisture, control fungal diseases, harvest seed pods when dry, handle legally and safely",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Parsley ,Carica papaya,Apiaceae or umbelliferae,Fruit/seed producer,0.2,6.0 - 7.0,1.2,3-10,Moist,Biennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Alcohol, Dye, Essential Oil, Dynamic accumulator, Fragrance","Garden carrot, orange carrot","Plant in well-drained fertile soil with full sun, irrigate deeply during dry spells, apply balanced fertilizer monthly, mulch to conserve moisture, prune to remove dead or crowded branches, control papaya ringspot virus and fruit flies, harvest fruits when fully colored and soft",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Passion Flower ,Petroselinum crispum,Passifloraceae,Culinary vegetable,3.0,6.0 - 7.0,6.0,7-11,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Medicinal (sedative), edible fruit, ornamental","Purple passionflower, apricot vine, maypop, wild passion flower, purple pa","Sow seeds in well-drained fertile soil in early spring, thin seedlings to 10 cm spacing, irrigate regularly to maintain moisture, apply balanced fertilizer monthly, harvest leaves regularly to encourage new growth, mulch to conserve moisture, control aphids and leaf miners",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Pastinaca sativa ,Pastinaca sativa,Apiaceae or umbelliferae,Culinary vegetable,1.5,5.5 - 7.0,1.8,6-9,"Dry, Moist",Perennial,Light (sandy),"Full sun, Partial sun/shade","Fiber, Animal feed, textiles","Chinese grass, chinese silk plant","Sow seeds in early spring in well-drained fertile soil, thin seedlings to 10-15 cm spacing, maintain consistent soil moisture with drip irrigation, apply potassium-rich fertilizer during root development, mulch to suppress weeds, control carrot root fly with crop rotation, harvest roots after first frost",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454
Pawpaw ,Asimina triloba,Annonaceae,Fruit/seed producer,4.0,6.0 - 7.5,6.0,3-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Adhesive, Dye, Gum, Hedgerow, oil, Lumber","Tart cherry, dwarf cherry","Plant in deep, well-drained fertile soil with partial shade, irrigate regularly during dry periods, apply balanced fertilizer in early spring, mulch to conserve moisture, prune dead or damaged branches in late winter, protect from late spring frost, control pawpaw peduncle borer, harvest fruit when soft and aromatic",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Pea ,Pisum sativum,Fabaceae or leguminosae,Nitrogen fixer,0.3,6.0 - 7.0,2.0,3-9,Moist,Annual,"Light (sandy), Medium",Full sun,Nitrogen fixer,"Garden pea, green pea, English pea","Sow seeds directly in cool, well-drained soil in early spring, thin seedlings to 5-7 cm spacing, provide trellis support for climbing varieties, irrigate regularly to maintain moisture, apply phosphorus-rich fertilizer at planting, control pea weevil and powdery mildew, harvest pods when full but before seeds harden",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6363636363636364
Peach ,Prunus persica,Rosaceae,Fruit/seed producer,3.0,6.0 - 7.5,6.0,5-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Adhesive, Cleanser, Dye, Gum, oil, Espalier","Flowering peach, ornamental peach, common peach","Plant in well-drained fertile soil with full sun, prune in late winter to remove dead or crossing branches, irrigate deeply during dry spells, mulch to conserve moisture, fertilize with balanced fertilizer in early spring, control peach leaf curl and aphids, thin fruit to improve size, harvest when fruit is fully colored and slightly soft",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Pear ,Pyrus communis,Rosaceae,Fruit/seed producer,6.0,6.0 - 7.5,5.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Edible fruit, timber, ornamental","European pear, common pear","Plant in well-drained fertile soil with full sun, prune in late winter to remove dead or crossing branches, irrigate moderately during dry spells, mulch to conserve moisture, fertilize in early spring with balanced fertilizer, control pear psylla and fire blight, thin fruit clusters for larger fruit, harvest when fruit separates easily from branch",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Pear x mountain ash ,Sorbopyrus hybrid,Rosaceae,Fruit/seed producer,3.0,6.0 - 7.5,4.0,3-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Edible fruit, ornamental",Sorbopyrus hybrid,"Plant in well-drained fertile soil with full sun, prune in late winter to remove dead or crossing branches, irrigate moderately during dry spells, mulch to conserve moisture, fertilize in early spring, control fire blight and aphids, harvest fruit when fully colored and firm",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Pecan ,Carya illinoinensis,Juglandaceae,Shade provider,10.0,5.0 - 6.5,30.0,6-11,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Resin, Wind breaker, Lumber","Chilean pine, monkey puzzle tree","Plant in deep, well-drained fertile soil with full sun, irrigate regularly during dry spells, apply balanced fertilizer in early spring, mulch to conserve moisture, prune to remove dead or crossing branches, control pecan weevil and scab, harvest nuts when hulls split",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.36363636363636365
Peony,Paeonia officinalis,Paeoniaceae,Pollinator attractor,0.5,6.0 - 7.5,0.6,4-10,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Ornamental, medicinal",Common peony,"Plant in well-drained fertile soil with full sun to partial shade, irrigate moderately during growing season, apply balanced fertilizer in early spring, mulch to conserve moisture, stake tall stems to prevent lodging, prune dead foliage in autumn, propagate by division",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Pepper Saxifrage ,Silaum silaus,Apiaceae or umbelliferae,Culinary vegetable,3.0,5.5 - 6.5,1.8,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Disinfectant, Dye, Poles",Salmonberry,"Sow seeds in well-drained fertile soil in spring, thin seedlings to 20 cm spacing, irrigate moderately to maintain moisture, apply balanced fertilizer monthly, mulch to conserve moisture, harvest roots and seeds for medicinal use, control aphids",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
